Medicare CCN,Projected to Receive DSH in FY 2024,IHS or PR,Rural Community Hospital Demonstration,New Hospital,2018 UCC (Annualized),Length of 2018 Reporting Period,2019 UCC (Annualized),Length of 2019 Reporting Period,2020 UCC (Annualized),Length of 2020 Reporting Period,Factor 3,Total Uncompensated Care Payment,Total Supplemental Payment,Estimated Per Claim Amount, BILLS 2021 , BILLS 2022 , Claims Average 
340166,YES,NO,NO,NO,"$21,682,722.00 ",365,"$25,250,908.00 ",365,23785447,366,0.000693361,4117184.72,N/A,3595.79,"1,144","1,145",1145
340168,YES,NO,NO,NO,"$1,080,092.00 ",365,"$1,251,675.00 ",365,1396243,366,0.000036578,217201.51,N/A,451.56,451,510,481
340171,YES,NO,NO,NO,"$12,686,522.00 ",365,"$12,089,327.00 ",365,10607044,366,0.000347043,2060743.84,N/A,846.3,"2,595","2,274",2435
340173,NO,NO,NO,NO,"$10,615,802.00 ",365,"$10,696,358.00 ",365,21341422,366,0.000419716,N/A,N/A,N/A, N/A , N/A , N/A 
340183,YES,NO,NO,NO,"$11,445,262.00 ",365,"$7,283,218.00 ",365,8105654,366,0.000263762,1566218.22,N/A,852.6,"1,880","1,794",1837
340184,YES,NO,NO,NO,"$7,139,052.00 ",365,"$7,397,691.35 ",366,7797663.09,365,0.000219156,1301350.4,N/A,987.37,"1,382","1,253",1318
340187,NO,NO,NO,NO,"$2,654,740.00 ",365,"$2,630,984.82 ",366,2584329.01,365,0.000077214,N/A,N/A,N/A, N/A , N/A , N/A 
340188,YES,NO,NO,NO,"$9,845,820.00 ",365,"$2,612,314.00 ",365,7148398,366,0.00019356,1149358.92,N/A,2606.26,475,406,441
340190,NO,NO,NO,NO,,,"$3,944,430.00 ",365,7663635,366,0.000170936,N/A,N/A,N/A, N/A , N/A , N/A 
340193,NO,NO,NO,NO,,,,,,,0,N/A,N/A,N/A, N/A , N/A , N/A 
340194,NO,NO,NO,YES,,,,,,,N/A,N/A,N/A,N/A, N/A , N/A , N/A 
350002,YES,NO,NO,NO,"$5,756,202.00 ",365,"$5,983,411.09 ",366,4471864.21,365,0.000158863,943332.22,N/A,390.94,"2,497","2,329",2413
350006,SCH,NO,NO,NO,"$8,167,135.00 ",365,"$8,106,462.51 ",366,8436486.51,365,0.000242486,N/A,N/A,499.61,"2,955","2,808",2882
350011,YES,NO,NO,NO,"$24,407,343.70 ",184,"$25,539,941.00 ",365,28784255,366,0.000772744,4588556.24,N/A,506.91,"9,368","8,735",9052
350015,YES,NO,NO,NO,"$11,755,658.15 ",184,"$12,251,010.00 ",365,13730480,366,0.000370383,2199334.61,N/A,492.24,"4,651","4,284",4468
350019,SCH,NO,NO,NO,"$6,322,282.00 ",365,"$6,727,830.00 ",365,15624026,366,0.000282325,N/A,N/A,471.04,"3,715","3,402",3559
350063,YES,YES,NO,NO,$0.00 ,365,$0.00 ,365,0,366,0,0,"$226,413.11 ",1126.43,192,210,201
350064,NO,NO,NO,NO,$0.00 ,365,$0.00 ,365,0,366,0,N/A,N/A,N/A, N/A , N/A , N/A 
350070,YES,NO,NO,NO,"$8,180,060.00 ",365,"$9,926,446.26 ",366,6079800.48,365,0.000236699,1405519.91,N/A,493.34,"2,907","2,790",2849
360001,YES,NO,NO,NO,"$8,162,021.00 ",365,"$8,388,770.00 ",365,8152143,366,0.000242324,1438923.9,N/A,499.8,"3,030","2,727",2879
360002,YES,NO,NO,NO,"$1,314,267.00 ",365,"$2,666,477.00 ",365,1488231,366,0.000053398,317078.68,N/A,433.17,764,700,732
360003,YES,NO,NO,NO,"$26,712,829.00 ",365,"$31,046,711.52 ",366,27131126.76,365,0.000832053,4940733.91,N/A,1150.35,"4,566","4,024",4295
360006,YES,NO,NO,NO,"$51,254,266.00 ",365,"$51,946,696.28 ",366,52956265.25,365,0.001532188,9098141.24,N/A,866.57,"11,146","9,851",10499
360008,SCH,NO,NO,NO,"$10,440,772.00 ",365,"$12,557,940.68 ",366,8865662.12,365,0.000312016,N/A,N/A,657.94,"2,979","2,653",2816
360009,YES,NO,NO,NO,"$8,537,793.00 ",365,"$6,567,290.00 ",365,5532046,366,0.000202543,1202703.69,N/A,544.7,"2,297","2,118",2208
360010,YES,NO,NO,NO,"$4,619,984.00 ",365,"$5,558,796.00 ",365,2324907,366,0.00012222,725744.34,N/A,657.97,"1,248",957,1103
360011,YES,NO,NO,NO,"$11,398,831.00 ",365,"$12,290,215.18 ",366,10880286.56,365,0.000338932,2012579.52,N/A,837.18,"2,524","2,284",2404
360012,YES,NO,NO,NO,"$13,059,759.00 ",365,"$15,465,179.64 ",366,9666337.76,365,0.000373823,2219761.13,N/A,874.96,"2,735","2,338",2537
360013,YES,NO,NO,NO,"$3,165,816.00 ",365,"$2,825,773.00 ",365,3711770,366,0.000095338,566117.55,N/A,922.02,623,605,614
360014,SCH,NO,NO,NO,"$6,723,515.00 ",365,"$7,218,694.75 ",366,5640186.35,365,0.000191905,N/A,N/A,1453.48,707,861,784
360016,YES,NO,NO,NO,"$7,622,145.00 ",365,"$7,864,840.00 ",365,7396762,366,0.000224447,1332769.54,N/A,433.84,"3,170","2,973",3072
360017,YES,NO,NO,NO,"$45,866,445.00 ",365,"$52,090,045.55 ",366,44394446.3,365,0.001395213,8284785.24,N/A,2522,"3,417","3,152",3285
360020,YES,NO,NO,NO,"$22,295,928.00 ",365,"$27,998,833.00 ",365,26022874,366,0.000748036,4441841.78,N/A,812.63,"5,845","5,087",5466
360025,YES,NO,NO,NO,"$8,380,236.00 ",365,"$7,074,267.00 ",365,6244361,366,0.000212923,1264337.79,N/A,568.5,"2,351","2,097",2224
360026,YES,NO,NO,NO,"$1,970,634.00 ",365,"$2,547,903.00 ",365,2161508,366,0.000065443,388603.26,N/A,2384.07,171,155,163
360027,YES,NO,NO,NO,"$13,600,196.00 ",365,"$17,933,546.00 ",365,16917087,366,0.000474858,2819709.52,N/A,612.58,"4,820","4,386",4603
360029,YES,NO,NO,NO,"$3,566,436.00 ",365,"$3,837,253.98 ",366,3516423.72,365,0.000107081,635845.37,N/A,1195.2,540,524,532
360032,YES,NO,NO,NO,"$2,047,435.00 ",365,"$2,418,700.00 ",365,2395198,366,0.000067283,399526.61,N/A,828.89,519,445,482
360035,YES,NO,NO,NO,"$27,292,856.00 ",365,"$26,121,744.58 ",366,21084690.44,365,0.000730476,4337572.02,N/A,804.89,"5,988","4,789",5389
360036,YES,NO,NO,NO,"$4,446,247.00 ",365,"$1,740,107.00 ",365,3750470,366,0.000097977,581785.41,N/A,480.81,"1,307","1,113",1210
360037,YES,NO,NO,NO,"$2,548,296.00 ",365,"$2,529,924.00 ",365,1855271,366,0.000067952,403497.99,N/A,1045.33,442,329,386
360039,SCH,NO,NO,NO,"$10,725,239.00 ",365,"$10,338,389.00 ",365,8353675,366,0.000288434,N/A,N/A,462.65,"4,067","3,337",3702
360040,SCH,NO,NO,NO,"$5,376,977.00 ",365,"$5,138,555.00 ",365,4492540,366,0.000147199,N/A,N/A,804.85,"1,105","1,066",1086
360041,NO,NO,NO,NO,"$4,736,106.00 ",365,"$3,331,236.00 ",365,7407892,366,0.000152435,N/A,N/A,N/A, N/A , N/A , N/A 
360044,YES,NO,NO,NO,"$3,239,130.00 ",365,"$3,139,061.00 ",365,3074508,366,0.000092747,550731.43,N/A,933.44,663,517,590
360046,YES,NO,NO,NO,"$2,270,671.00 ",365,"$2,221,465.79 ",366,1251597.67,365,0.000056247,333996.63,N/A,703.15,502,448,475
360048,YES,NO,NO,NO,"$5,248,693.00 ",365,"$4,756,917.35 ",366,4536397.53,365,0.000142699,847345.82,N/A,508.61,"1,742","1,590",1666
360051,YES,NO,NO,NO,"$23,572,093.00 ",365,"$28,065,692.00 ",365,28998066,366,0.000790851,4696078.41,N/A,493.44,"9,981","9,053",9517
360054,YES,NO,NO,NO,"$3,884,561.00 ",365,"$3,869,412.87 ",366,3084825.48,365,0.000106256,630946.92,N/A,545.8,"1,302","1,009",1156
360055,YES,NO,NO,NO,"$3,777,020.44 ",365,"$2,441,828.00 ",365,1943833,366,0.000080154,475953.7,N/A,295.62,"1,715","1,504",1610
360056,YES,NO,NO,NO,"$9,990,544.00 ",365,"$10,345,285.00 ",365,8751320,366,0.000285172,1693351.54,N/A,596.46,"2,999","2,678",2839
360058,NO,NO,NO,NO,"$2,035,102.00 ",365,"$1,954,596.94 ",366,1936008.64,365,0.000058145,N/A,N/A,N/A, N/A , N/A , N/A 
360059,YES,NO,NO,NO,"$40,375,121.00 ",365,"$58,509,372.00 ",365,51695544,366,0.001474956,8758298.89,N/A,3115.72,"3,035","2,587",2811
360064,YES,NO,NO,NO,"$11,114,074.00 ",365,"$9,667,253.00 ",365,9926103,366,0.000301449,1790006,N/A,414.93,"4,516","4,111",4314
360065,YES,NO,NO,NO,"$3,748,587.00 ",365,"$3,610,226.00 ",365,4137575,366,0.00011287,670224.56,N/A,538.77,"1,375","1,113",1244
360066,YES,NO,NO,NO,"$13,085,041.00 ",365,"$11,068,937.00 ",365,10442748,366,0.000339559,2016304.7,N/A,413.35,"5,121","4,634",4878
360068,YES,NO,NO,NO,"$17,044,110.20 ",365,"$17,910,193.00 ",365,18840930,366,0.000527839,3134310.95,N/A,455.3,"6,992","6,776",6884
360070,YES,NO,NO,NO,"$7,342,940.00 ",365,"$7,901,764.00 ",365,5242933,366,0.000200656,1191496.83,N/A,454.6,"2,771","2,471",2621
360071,YES,NO,NO,NO,"$191,102.00 ",365,"$2,470,193.00 ",365,2902990,366,0.000054434,323227.31,N/A,988.46,319,335,327
360072,YES,NO,NO,NO,"$5,128,853.00 ",365,"$9,238,823.00 ",365,11362200,366,0.000252314,1498243.88,N/A,583.88,"2,702","2,429",2566
360075,YES,NO,NO,NO,"$9,357,128.00 ",365,"$9,379,398.00 ",365,10798378,366,0.000289943,1721683.82,N/A,656.13,"3,069","2,179",2624
360076,YES,NO,NO,NO,"$6,770,516.00 ",365,"$7,615,760.00 ",365,6440395,366,0.000204127,1212108.39,N/A,566.67,"2,178","2,100",2139
360077,YES,NO,NO,NO,"$12,704,908.00 ",365,"$14,806,060.00 ",365,11797698,366,0.000385136,2286938.97,N/A,477.84,"5,045","4,527",4786
360078,YES,NO,NO,NO,"$4,046,296.00 ",365,"$4,928,665.00 ",365,2424926,366,0.00011148,661967.2,N/A,488.9,"1,405","1,302",1354
360079,YES,NO,NO,NO,"$10,018,373.00 ",365,"$12,231,417.00 ",365,12210966,366,0.000337905,2006481.6,N/A,376.95,"5,377","5,269",5323
360080,YES,NO,NO,NO,"$257,469.00 ",365,"$204,479.00 ",365,0,232,0.000006771,40203.57,N/A,111.99,250,467,359
360082,YES,NO,NO,NO,"$4,736,697.00 ",365,"$6,473,355.00 ",365,4801967,366,0.000156749,930775.44,N/A,904.54,"1,213",844,1029
360084,YES,NO,NO,NO,"$9,236,631.00 ",365,"$12,240,929.00 ",365,10677452,366,0.000315031,1870657.1,N/A,525.02,"3,823","3,303",3563
360085,YES,NO,NO,NO,"$42,769,072.00 ",365,"$44,243,127.95 ",366,38636451.07,365,0.001232018,7315730.5,N/A,823.94,"9,633","8,125",8879
360086,YES,NO,NO,NO,"$8,367,316.00 ",365,"$7,980,270.00 ",365,7894947,366,0.000237881,1412540.42,N/A,534.85,"2,805","2,477",2641
360087,YES,NO,NO,NO,"$4,272,831.00 ",365,"$5,464,827.00 ",365,4355826,366,0.00013804,819683.76,N/A,1375.31,666,526,596
360089,YES,NO,NO,NO,"$2,701,897.00 ",365,"$3,024,794.00 ",365,3056710,366,0.000086152,511572.08,N/A,594.85,922,798,860
360090,NO,NO,NO,NO,"$3,507,885.00 ",365,"$6,583,798.00 ",365,5751505,366,0.000155066,N/A,N/A,N/A, N/A , N/A , N/A 
360091,NO,NO,NO,NO,"$4,297,188.00 ",365,"$4,333,704.00 ",365,4009816,366,0.000123983,N/A,N/A,N/A, N/A , N/A , N/A 
360092,YES,NO,NO,NO,"$3,425,752.00 ",365,"$3,635,621.00 ",365,3290148,366,0.000101505,602735.26,N/A,965.92,553,694,624
360095,YES,NO,NO,NO,"$2,579,811.00 ",365,"$7,274,665.00 ",365,7276075,366,0.000167643,995467.46,N/A,407.48,"2,540","2,345",2443
360096,YES,NO,NO,NO,"$2,384,185.00 ",365,"$2,545,028.00 ",365,2891785,366,0.000076761,455806.21,N/A,465.11,965,994,980
360098,YES,NO,NO,NO,"$8,226,934.00 ",365,"$11,134,299.00 ",365,8791262,366,0.00027568,1636986.81,N/A,506.18,"3,190","3,278",3234
360107,YES,NO,NO,NO,"$933,088.00 ",365,"$1,315,560.00 ",365,1136506,366,0.000033157,196889.31,N/A,493.46,412,386,399
360109,SCH,NO,NO,NO,"$51,808.00 ",365,"$511,269.00 ",365,3066668,366,0.000035866,N/A,N/A,389.34,590,504,547
360112,YES,NO,NO,NO,"$21,357,270.00 ",365,"$22,453,203.00 ",365,21787368,366,0.000643435,3820719.68,N/A,629.96,"6,255","5,875",6065
360118,YES,NO,NO,NO,"$15,539,390.00 ",365,"$10,667,630.61 ",366,11151421.36,365,0.000367047,2179528.5,N/A,601.42,"3,831","3,416",3624
360121,YES,NO,NO,NO,"$2,634,526.00 ",365,"$2,798,963.00 ",365,2605810,366,0.00007884,468152.81,N/A,881.64,550,512,531
360123,NO,NO,NO,NO,"$3,540,091.00 ",365,"$3,263,868.00 ",365,2378455,366,0.000090017,N/A,N/A,N/A, N/A , N/A , N/A 
360125,SCH,NO,NO,NO,"$2,748,398.00 ",365,"$2,959,180.00 ",365,3388579,366,0.000089277,N/A,N/A,370.2,"1,453","1,411",1432
360131,YES,NO,NO,NO,"$2,726,785.00 ",365,"$3,724,010.00 ",365,2889316,366,0.000091452,543043.49,N/A,1292.96,457,383,420
360132,YES,NO,NO,NO,"$4,408,912.00 ",365,"$6,650,805.00 ",365,5112272,366,0.000158287,939909.69,N/A,617.14,"1,562","1,484",1523
360133,YES,NO,NO,NO,"$12,727,774.00 ",365,"$16,210,789.00 ",365,15973020,366,0.000440301,2614509.66,N/A,967.62,"2,704","2,700",2702
360134,YES,NO,NO,NO,"$20,690,431.00 ",365,"$20,835,225.19 ",366,17924636.42,365,0.000582947,3461542.65,N/A,1125.34,"3,301","2,850",3076
360137,YES,NO,NO,NO,"$18,099,940.00 ",365,"$20,774,079.00 ",365,24098440,366,0.00061799,3669631.74,N/A,731,"5,320","4,719",5020
360143,YES,NO,NO,NO,"$6,242,565.00 ",365,"$6,610,819.00 ",365,5834895,366,0.000183236,1088059.02,N/A,577.53,"2,043","1,724",1884
360144,YES,NO,NO,NO,"$4,046,260.00 ",365,"$5,863,704.00 ",365,4608456,366,0.000142135,843998.1,N/A,551.99,"1,686","1,371",1529
360145,YES,NO,NO,NO,"$11,570,177.00 ",365,"$5,889,100.00 ",365,7496015,366,0.000245558,1458124.86,N/A,672.88,"2,271","2,062",2167
360147,YES,NO,NO,NO,"$15,145,963.00 ",365,"$12,976,489.00 ",365,19003231,366,0.000463268,2750891.3,N/A,779.07,"3,682","3,379",3531
360148,NO,NO,NO,NO,"$909,529.00 ",365,"$1,094,042.00 ",365,1050626,366,0.000029944,N/A,N/A,N/A, N/A , N/A , N/A 
360150,YES,NO,NO,NO,"$1,904,184.00 ",365,"$2,868,115.00 ",365,2637238,366,0.000072583,430998.72,N/A,607.04,696,723,710
360152,YES,NO,NO,NO,"$21,311,939.00 ",365,"$22,874,083.28 ",366,19896809.87,365,0.000628261,3730615.68,N/A,2193.19,"1,824","1,578",1701
360155,NO,NO,NO,NO,"$6,929,971.00 ",365,"$7,382,585.00 ",365,6714196,366,0.000206185,N/A,N/A,N/A, N/A , N/A , N/A 
360156,YES,NO,NO,NO,"$2,172,049.00 ",365,"$1,998,285.00 ",365,1906647,366,0.00005963,354081.56,N/A,845.06,417,420,419
360159,YES,NO,NO,NO,"$7,178,739.00 ",365,"$6,835,043.00 ",365,11417043,366,0.000250075,1484944.21,N/A,508.19,"3,139","2,705",2922
360161,YES,NO,NO,NO,"$5,527,176.00 ",365,"$4,803,558.00 ",365,4446333,366,0.000145011,861073.88,N/A,504.44,"1,833","1,581",1707
360163,YES,NO,NO,NO,"$12,353,980.00 ",365,"$13,307,999.73 ",366,9788136.54,365,0.000347324,2062415.11,N/A,380.94,"5,481","5,346",5414
360170,YES,NO,NO,NO,"$4,109,247.00 ",365,"$3,697,585.38 ",275,2771705.97,365,0.000103722,615904.32,N/A,1067.43,547,607,577
360172,YES,NO,NO,NO,"$7,399,596.00 ",365,"$6,871,141.00 ",365,7114477,366,0.000209898,1246373.59,N/A,651.19,"2,142","1,686",1914
360174,YES,NO,NO,NO,"$5,546,947.00 ",365,"$5,730,473.00 ",365,4725251,366,0.000156877,931537.75,N/A,567.32,"1,593","1,691",1642
360175,YES,NO,NO,NO,"$2,997,901.00 ",365,"$2,350,469.00 ",365,1187051,366,0.000064048,380315.92,N/A,704.29,570,509,540
360179,YES,NO,NO,NO,"$21,153,728.00 ",365,"$24,277,400.57 ",366,20609129.1,365,0.000647242,3843328.12,N/A,638.21,"6,251","5,792",6022
360180,YES,NO,NO,NO,"$56,206,455.00 ",365,"$62,360,392.00 ",365,55823803,366,0.001709711,10152273.28,N/A,790.86,"13,579","12,094",12837
360185,YES,NO,NO,NO,"$1,941,797.00 ",365,"$3,159,027.13 ",366,2689507.38,365,0.000076268,452881.88,N/A,633.4,780,650,715
360189,YES,NO,NO,NO,"$2,053,296.00 ",365,"$2,510,688.00 ",365,2407991,366,0.000068351,405871.27,N/A,1656.62,251,238,245
360197,SCH,NO,NO,NO,"$2,820,574.00 ",365,"$3,309,076.00 ",365,2161636,366,0.000081172,N/A,N/A,1147.63,468,372,420
360203,SCH,NO,NO,NO,"$385,809.00 ",365,"$1,485,947.00 ",365,3402585,366,0.000051869,N/A,N/A,367.98,829,845,837
360210,YES,NO,NO,NO,"$6,167,324.00 ",365,"$6,056,452.98 ",366,5079218.65,365,0.000169666,1007475.98,N/A,1963.89,486,539,513
360211,YES,NO,NO,NO,"$4,048,933.00 ",365,"$6,087,774.17 ",366,2430124.68,365,0.000122689,728530.47,N/A,360.12,"2,201","1,844",2023
360218,YES,NO,NO,NO,"$10,256,779.00 ",365,"$9,551,363.00 ",365,9585652,366,0.000288466,1712912.78,N/A,833.13,"2,050","2,061",2056
360230,YES,NO,NO,NO,"$10,298,476.00 ",365,"$13,434,753.00 ",365,9708836,366,0.000327397,1944088.29,N/A,297.31,"7,253","5,824",6539
360234,YES,NO,NO,NO,"$11,933,200.00 ",365,"$11,727,434.00 ",365,11494215,366,0.000344914,2048098.98,N/A,652.05,"3,314","2,968",3141
360236,YES,NO,NO,NO,"$7,671,511.00 ",365,"$6,465,312.00 ",365,6165050,366,0.000199268,1183256.25,N/A,738.61,"1,718","1,485",1602
360239,YES,NO,NO,NO,"$4,906,525.00 ",365,"$6,668,941.00 ",365,6475082,366,0.000176918,1050539.47,N/A,644.9,"1,659","1,598",1629
360241,NO,NO,NO,NO,$0.00 ,365,$0.00 ,365,0,366,0,N/A,N/A,N/A, N/A , N/A , N/A 
360242,NO,NO,NO,NO,$0.00 ,365,$0.00 ,366,0,365,0,N/A,N/A,N/A, N/A , N/A , N/A 
360245,YES,NO,NO,NO,"$1,650,168.00 ",365,"$497,288.00 ",365,295195,366,0.000024049,142803.56,N/A,1322.26,120,95,108
360247,YES,NO,NO,NO,"$163,890.00 ",365,"$202,046.00 ",365,361320,366,0.00000715,42458.64,N/A,511.55,83,82,83
360259,YES,NO,NO,NO,"$1,946,994.00 ",365,"$1,948,206.00 ",365,2015972,366,0.000058005,344434.76,N/A,521.08,730,591,661
360263,NO,NO,NO,NO,"$206,766.00 ",365,"$220,963.00 ",365,236676,366,0.000006519,N/A,N/A,N/A, N/A , N/A , N/A 
360266,NO,NO,NO,NO,"$403,356.00 ",365,"$502,478.35 ",366,335301.12,365,0.000012149,N/A,N/A,N/A, N/A , N/A , N/A 
360270,NO,NO,NO,NO,"$1,051,327.00 ",365,"$1,338,568.00 ",365,1715490,366,0.000040297,N/A,N/A,N/A, N/A , N/A , N/A 
360276,YES,NO,NO,NO,"$5,673,245.00 ",365,"$5,546,198.00 ",365,5857912,366,0.000167602,995221.7,N/A,342.59,"2,918","2,891",2905
360348,YES,NO,NO,NO,"$8,189,330.00 ",365,"$9,222,353.28 ",366,7863281.38,365,0.000247733,1471040.41,N/A,972.91,"1,414","1,610",1512
360351,NO,NO,NO,NO,"$718,982.00 ",365,"$879,725.00 ",365,945753,366,0.000024958,N/A,N/A,N/A, N/A , N/A , N/A 
360352,NO,NO,NO,NO,"$251,680.00 ",365,"$699,750.00 ",365,553604,366,0.000014708,N/A,N/A,N/A, N/A , N/A , N/A 
360354,YES,NO,NO,NO,"$8,276,029.00 ",365,"$9,479,459.88 ",366,7575340.65,365,0.000248203,1473828.48,N/A,550.55,"2,733","2,621",2677
360355,YES,NO,NO,NO,"$64,799.00 ",365,"$437,685.00 ",365,340805,366,0.000008228,48860.02,N/A,1221.5,26,53,40
360358,YES,NO,NO,NO,"$1,879,616.00 ",365,"$1,623,430.25 ",366,978509.52,365,0.00004392,260797.15,N/A,10030.66,24,28,26
360359,YES,NO,NO,NO,"$9,143,057.00 ",365,"$6,748,683.00 ",365,5930041,366,0.000214231,1272102.86,N/A,458.42,"2,731","2,818",2775
360360,YES,NO,NO,NO,"$4,587,582.00 ",365,"$6,419,865.00 ",365,6321353,366,0.000169841,1008516.97,N/A,432.65,"2,372","2,289",2331
360361,YES,NO,NO,NO,"$574,379.00 ",365,"$631,779.00 ",365,497671,366,0.000016696,99142.97,N/A,3004.33,31,34,33
360364,NO,NO,NO,NO,"$3,747,853.00 ",365,"$4,578,061.00 ",365,4289920,366,0.00012367,N/A,N/A,N/A, N/A , N/A , N/A 
360365,YES,NO,NO,NO,"$3,115,904.00 ",365,"$3,056,787.24 ",366,2287399.73,365,0.000082923,492396.2,N/A,1052.13,476,459,468
360367,NO,NO,NO,NO,,,"$724,231.41 ",184,374250,366,0.000016006,N/A,N/A,N/A, N/A , N/A , N/A 
360368,YES,NO,NO,NO,,0,"$1,322,244.24 ",138,2291642,366,0.000053171,315730.98,N/A,719.2,435,442,439
360372,NO,NO,NO,YES,,,,,,,N/A,N/A,N/A,N/A, N/A , N/A , N/A 
360373,NO,NO,NO,YES,,,,,,,N/A,N/A,N/A,N/A, N/A , N/A , N/A 
370001,YES,NO,NO,NO,"$20,687,620.00 ",365,"$33,319,522.64 ",366,30249932.09,365,0.000825168,4899855.02,N/A,953.09,"5,491","4,790",5141
370002,YES,NO,NO,NO,"$1,702,976.00 ",365,"$2,017,077.76 ",366,1836904.87,365,0.000054472,323456.85,N/A,700.12,507,417,462
370004,YES,NO,NO,NO,"$4,904,484.00 ",365,"$4,284,717.05 ",366,4029255.9,365,0.00012972,770280.99,N/A,1990.39,418,355,387
370006,YES,NO,NO,NO,"$3,253,352.00 ",365,"$2,867,583.61 ",366,3366496.08,365,0.000093179,553297.39,N/A,812.48,734,628,681
370008,YES,NO,NO,NO,"$21,269,831.00 ",365,"$27,930,028.37 ",366,26197213.08,365,0.000738943,4387851.4,N/A,953.26,"4,866","4,340",4603
370013,YES,NO,NO,NO,"$20,214,494.00 ",365,"$28,425,921.76 ",366,26843653.32,365,0.000739671,4392173.39,N/A,832.96,"5,477","5,069",5273
370014,YES,NO,NO,NO,"$5,769,242.00 ",365,"$6,266,150.00 ",365,6995927,366,0.000186764,1109005.61,N/A,492.02,"2,361","2,146",2254
370015,YES,NO,NO,NO,"$1,334,591.00 ",365,"$2,224,748.80 ",366,2194624.24,365,0.000056369,334721.79,N/A,1657.04,190,213,202
370016,YES,NO,NO,NO,"$5,614,589.00 ",365,"$6,128,481.64 ",366,5217809.31,365,0.000166259,987247.49,N/A,1203.96,924,716,820
370018,YES,NO,NO,NO,"$12,027,606.00 ",365,"$10,143,955.34 ",366,10359163.73,365,0.000319373,1896441.81,N/A,1149.36,"1,681","1,618",1650
370019,SCH,NO,YES,NO,"$2,315,508.00 ",365,"$2,306,446.97 ",366,2342928.44,365,0.000068341,N/A,N/A,856.14,496,452,474
370020,YES,NO,NO,NO,"$8,477,564.00 ",365,"$9,801,396.86 ",366,7461155.67,365,0.000252157,1497309.17,N/A,1118.23,"1,347","1,330",1339
370022,SCH,NO,NO,NO,"$2,224,747.00 ",365,"$3,961,310.10 ",366,3188936.94,365,0.000091733,N/A,N/A,634.86,897,819,858
370023,SCH,NO,NO,NO,"$3,971,070.00 ",365,"$6,127,677.84 ",366,6826661.08,365,0.000165945,N/A,N/A,609.77,"1,520","1,712",1616
370025,YES,NO,NO,NO,"$9,251,971.00 ",365,"$12,590,318.98 ",366,11065218.84,365,0.000322388,1914341.42,N/A,637.69,"3,057","2,947",3002
370026,YES,NO,NO,NO,"$5,494,674.00 ",365,"$5,492,112.00 ",365,5808256,366,0.000164821,978708.8,N/A,618.65,"1,724","1,439",1582
370028,YES,NO,NO,NO,"$49,916,185.86 ",365,"$50,977,021.93 ",366,50655255.34,365,0.001486781,8828517.76,N/A,1236.31,"7,604","6,678",7141
370030,NO,NO,NO,NO,"$820,331.00 ",365,"$758,856.00 ",365,625435,366,0.000021621,N/A,N/A,N/A, N/A , N/A , N/A 
370034,YES,NO,NO,NO,"$4,308,550.00 ",365,"$4,692,221.60 ",366,4904102.19,365,0.000136417,810042.63,N/A,729.11,"1,264",957,1111
370037,YES,NO,NO,NO,"$39,281,899.00 ",365,"$46,744,647.00 ",365,51255545,366,0.001346774,7997152.72,N/A,1524.14,"5,335","5,158",5247
370039,YES,NO,NO,NO,"$3,358,801.00 ",365,"$3,298,414.00 ",365,3868070,366,0.00010334,613633.7,N/A,849.91,792,651,722
370041,NO,NO,NO,NO,"$1,103,652.00 ",365,"$1,561,326.00 ",365,831614,366,0.00003418,N/A,N/A,N/A, N/A , N/A , N/A 
370047,SCH,NO,NO,NO,"$12,846,388.00 ",365,"$15,858,120.10 ",366,14013542.37,365,0.000418637,N/A,N/A,1203.81,"2,069","2,060",2065
370049,YES,NO,NO,NO,"$9,600,794.00 ",365,"$10,120,158.00 ",365,10447214,366,0.000295984,1757557.95,N/A,960.94,"1,892","1,765",1829
370054,SCH,NO,NO,NO,"$2,131,458.00 ",365,"$2,410,494.00 ",365,2560480,366,0.000069677,N/A,N/A,1039.55,384,411,398
370056,YES,NO,NO,NO,"$15,156,355.00 ",365,"$12,437,025.96 ",366,12909673.33,365,0.000397701,2361549.29,N/A,663.73,"3,685","3,431",3558
370057,YES,NO,NO,NO,"$614,466.00 ",365,"$962,177.00 ",365,1129835,366,0.000026542,157605.69,N/A,729.66,243,188,216
370078,YES,NO,NO,NO,"$16,787,332.00 ",365,"$17,854,172.46 ",366,19214653.05,365,0.000528468,3138044.84,N/A,1836.19,"1,805","1,613",1709
370083,YES,NO,NO,NO,"$606,254.00 ",365,"$454,781.02 ",366,479815.97,365,0.000015135,89871.16,N/A,436.27,218,193,206
370089,SCH,NO,NO,NO,"$4,176,644.00 ",365,"$2,267,307.20 ",366,5496145.79,365,0.000117699,N/A,N/A,461.62,"1,652","1,376",1514
370091,YES,NO,NO,NO,"$59,728,348.00 ",365,"$66,373,599.52 ",366,63550245.55,365,0.001859832,11043695.65,N/A,1034.83,"11,066","10,278",10672
370093,YES,NO,NO,NO,"$103,236,177.00 ",365,"$106,504,037.12 ",366,118477997.4,365,0.00322139,19128633.52,N/A,3342.41,"5,659","5,786",5723
370094,YES,NO,NO,NO,"$12,313,699.00 ",365,"$11,735,096.05 ",366,11829802.58,274,0.000352087,2090693.89,N/A,1200.17,"1,791","1,692",1742
370097,YES,NO,NO,NO,"$2,989,841.00 ",365,"$3,076,408.00 ",365,2268701,366,0.000081677,484999.36,N/A,549.89,998,766,882
